createur,voie,commanditaire,page_annonceuse,debut_diffusion,plateformes,ad_id,extrait,url_apercu
moi-même,vocabulaire de collaboration,CNIEL — Des sensations pures,Cozy Hearts Club,2026-07-31,facebook | instagram | audience_network | messenger | threads,2239777046780197,POV d'Ingrid La lettre d'acceptation tremblait entre mes doigts alors que je la relisais une dernière fois. Garrison Corp m'avait réellement choisie. La société colossale qui dominait les milieux d'affaires de la Côte Est voulait Ingrid Vance dans son équipe de direction. « Directrice des Opérations,https://www.facebook.com/ads/archive/render_ad/?id=2239777046780197&access_token=JETON_RETIRE
moi-même,vocabulaire de collaboration,CNIEL — Des sensations pures,Cozy Hearts Club,2026-07-31,facebook | instagram | audience_network | messenger | threads,2554991528265651,POV d'Ingrid La lettre d'acceptation tremblait entre mes doigts alors que je la relisais une dernière fois. Garrison Corp m'avait réellement choisie. La société colossale qui dominait les milieux d'affaires de la Côte Est voulait Ingrid Vance dans son équipe de direction. « Directrice des Opérations,https://www.facebook.com/ads/archive/render_ad/?id=2554991528265651&access_token=JETON_RETIRE
moi-même,vocabulaire de collaboration,CNIEL — Des sensations pures,Cozy Hearts Club,2026-07-31,facebook | instagram | audience_network | messenger | threads,3583813698444256,POV d'Ingrid La lettre d'acceptation tremblait entre mes doigts alors que je la relisais une dernière fois. Garrison Corp m'avait réellement choisie. La société colossale qui dominait les milieux d'affaires de la Côte Est voulait Ingrid Vance dans son équipe de direction. « Directrice des Opérations,https://www.facebook.com/ads/archive/render_ad/?id=3583813698444256&access_token=JETON_RETIRE
moi-même,vocabulaire de collaboration,CNIEL — Des sensations pures,Cozy Hearts Club,2026-07-31,facebook | instagram | audience_network | messenger | threads,4534781713464380,POV d'Ingrid La lettre d'acceptation tremblait entre mes doigts alors que je la relisais une dernière fois. Garrison Corp m'avait réellement choisie. La société colossale qui dominait les milieux d'affaires de la Côte Est voulait Ingrid Vance dans son équipe de direction. « Directrice des Opérations,https://www.facebook.com/ads/archive/render_ad/?id=4534781713464380&access_token=JETON_RETIRE
moi-même,vocabulaire de collaboration,CNIEL — Des sensations pures,Cozy Hearts Club,2026-07-31,facebook | instagram | audience_network | messenger | threads,27761266386874785,POV d'Ingrid La lettre d'acceptation tremblait entre mes doigts alors que je la relisais une dernière fois. Garrison Corp m'avait réellement choisie. La société colossale qui dominait les milieux d'affaires de la Côte Est voulait Ingrid Vance dans son équipe de direction. « Directrice des Opérations,https://www.facebook.com/ads/archive/render_ad/?id=27761266386874785&access_token=JETON_RETIRE
moi-même,vocabulaire de collaboration,CNIEL — Des sensations pures,Cozy Hearts Club,2026-07-31,facebook | instagram | audience_network | messenger | threads,28756456330611809,POV d'Ingrid La lettre d'acceptation tremblait entre mes doigts alors que je la relisais une dernière fois. Garrison Corp m'avait réellement choisie. La société colossale qui dominait les milieux d'affaires de la Côte Est voulait Ingrid Vance dans son équipe de direction. « Directrice des Opérations,https://www.facebook.com/ads/archive/render_ad/?id=28756456330611809&access_token=JETON_RETIRE
jusqu’à,vocabulaire de collaboration,CNIEL — Des sensations pures,Atlantic Motos,2026-06-05,facebook | instagram,1705141693846112,"𝗔𝗣𝗥𝗜𝗟𝗜𝗔 𝗗𝗔𝗬𝗦 : 𝗣𝗼𝗿𝘁𝗲𝘀 𝗢𝘂𝘃𝗲𝗿𝘁𝗲𝘀 🇮🇹 🏁    Jusqu’au 30 juin, plonge dans l’univers Aprilia et viens vivre des sensations pures en  concession.  𝗔͟𝘂͟ 𝗽͟𝗿͟𝗼͟𝗴͟𝗿͟𝗮͟𝗺͟𝗺͟𝗲͟ :͟   📍Essais de véhicules pour ressentir toute la performance Aprilia. 📍 Des offres à ne pas manquer avec jusqu’à 1500€ de remise sur un",https://www.facebook.com/ads/archive/render_ad/?id=1705141693846112&access_token=JETON_RETIRE
@onemoreslave,pseudo ecrit tel quel,CNIEL — Des sensations pures,Skatepark Zeus,2026-06-01,facebook | instagram | messenger,1009986981613564,"Le Grand Bazar débarque ! 🔥  Quand les assos Z.E.U.S, Bim et Pam unissent leurs forces, ça donne deux jours complets de pures sensations fortes ! ⚡️  Au programme :  🛹 Z.E.U.S : Un contest skate torride le samedi 13 juin (13h30 - 18h) et un contest roller bouillant le dimanche 14 juin (13h30- 18h)  ",https://www.facebook.com/ads/archive/render_ad/?id=1009986981613564&access_token=JETON_RETIRE
@skr_et_yamcha,pseudo ecrit tel quel,CNIEL — Des sensations pures,Skatepark Zeus,2026-06-01,facebook | instagram | messenger,1009986981613564,"Le Grand Bazar débarque ! 🔥  Quand les assos Z.E.U.S, Bim et Pam unissent leurs forces, ça donne deux jours complets de pures sensations fortes ! ⚡️  Au programme :  🛹 Z.E.U.S : Un contest skate torride le samedi 13 juin (13h30 - 18h) et un contest roller bouillant le dimanche 14 juin (13h30- 18h)  ",https://www.facebook.com/ads/archive/render_ad/?id=1009986981613564&access_token=JETON_RETIRE
@orionaspatatas,pseudo ecrit tel quel,CNIEL — Des sensations pures,Skatepark Zeus,2026-06-01,facebook | instagram | messenger,1009986981613564,"Le Grand Bazar débarque ! 🔥  Quand les assos Z.E.U.S, Bim et Pam unissent leurs forces, ça donne deux jours complets de pures sensations fortes ! ⚡️  Au programme :  🛹 Z.E.U.S : Un contest skate torride le samedi 13 juin (13h30 - 18h) et un contest roller bouillant le dimanche 14 juin (13h30- 18h)  ",https://www.facebook.com/ads/archive/render_ad/?id=1009986981613564&access_token=JETON_RETIRE
@onemoreslave,pseudo ecrit tel quel,CNIEL — Des sensations pures,Skatepark Zeus,2026-05-31,instagram,1011479871216183,"Le Grand Bazar débarque ! 🔥  Quand les assos Z.E.U.S, Bim et Pam unissent leurs forces, ça donne deux jours complets de pures sensations fortes ! ⚡️  Au programme :  🛹 Z.E.U.S : Un contest skate torride le samedi 13 juin (13h30 - 18h) et un contest roller bouillant le dimanche 14 juin (13h30- 18h)  ",https://www.facebook.com/ads/archive/render_ad/?id=1011479871216183&access_token=JETON_RETIRE
@skr_et_yamcha,pseudo ecrit tel quel,CNIEL — Des sensations pures,Skatepark Zeus,2026-05-31,instagram,1011479871216183,"Le Grand Bazar débarque ! 🔥  Quand les assos Z.E.U.S, Bim et Pam unissent leurs forces, ça donne deux jours complets de pures sensations fortes ! ⚡️  Au programme :  🛹 Z.E.U.S : Un contest skate torride le samedi 13 juin (13h30 - 18h) et un contest roller bouillant le dimanche 14 juin (13h30- 18h)  ",https://www.facebook.com/ads/archive/render_ad/?id=1011479871216183&access_token=JETON_RETIRE
@orionaspatatas,pseudo ecrit tel quel,CNIEL — Des sensations pures,Skatepark Zeus,2026-05-31,instagram,1011479871216183,"Le Grand Bazar débarque ! 🔥  Quand les assos Z.E.U.S, Bim et Pam unissent leurs forces, ça donne deux jours complets de pures sensations fortes ! ⚡️  Au programme :  🛹 Z.E.U.S : Un contest skate torride le samedi 13 juin (13h30 - 18h) et un contest roller bouillant le dimanche 14 juin (13h30- 18h)  ",https://www.facebook.com/ads/archive/render_ad/?id=1011479871216183&access_token=JETON_RETIRE
inserts,vocabulaire de collaboration,CNIEL — Des sensations pures,dkrent.ch,2026-05-28,instagram,987312823803974,"Voici notre Mercedes-AMG C 63 S Coupé, prête à imposer sa loi :  • Teinte noir mat, look furtif et radical • Intérieur cuir noir avec inserts jaunes et surpiqûres contrastées, configuration rare et sportive • Jantes AMG noires, associées à des étriers de frein doré pour un contraste saisissant • Qua",https://www.facebook.com/ads/archive/render_ad/?id=987312823803974&access_token=JETON_RETIRE
intensité,vocabulaire de collaboration,CNIEL — Des sensations pures,G4,2026-05-22,facebook | instagram | audience_network | messenger | threads,984052667821748,"NÉE DES ÉLÉMENTS. PORTÉE PAR LA PASSION. •⁠ ⁠• • • Une couture absolue par nature, la nouvelle collection G4 dévoile une nouvelle vision du cyclisme. Une collection inspirée par les sensations qui nous entourent : la lumière, l’air, le rythme, le silence et le mouvement. Aujourd’hui, nous dévoilons ",https://www.facebook.com/ads/archive/render_ad/?id=984052667821748&access_token=JETON_RETIRE
nature,vocabulaire de collaboration,CNIEL — Des sensations pures,G4,2026-05-22,facebook | instagram | audience_network | messenger | threads,984052667821748,"NÉE DES ÉLÉMENTS. PORTÉE PAR LA PASSION. •⁠ ⁠• • • Une couture absolue par nature, la nouvelle collection G4 dévoile une nouvelle vision du cyclisme. Une collection inspirée par les sensations qui nous entourent : la lumière, l’air, le rythme, le silence et le mouvement. Aujourd’hui, nous dévoilons ",https://www.facebook.com/ads/archive/render_ad/?id=984052667821748&access_token=JETON_RETIRE
Acelia,vocabulaire de collaboration,CNIEL — Des sensations pures,RUSSO Parachutisme page PRO,2026-05-19,facebook | instagram | audience_network | messenger,1004130545683060,"⚡ EN FLASH : NOUVEAU CRÉNEAU DISPONIBLE CE WEEK-END ! ⚡23 - 24 - 25 mai ⚠️ ATTENTION : IL N'Y EN AURA PAS POUR TOUT LE MONDE ! ⚠️ Vu la forte demande, nous venons de rajouter des places exceptionnelles ce week-end pour que vous puissiez sauter en parachute dans la région ! 📍 Où ?  Samedi et dimanche",https://www.facebook.com/ads/archive/render_ad/?id=1004130545683060&access_token=JETON_RETIRE
l'équip,vocabulaire de collaboration,CNIEL — Des sensations pures,RUSSO Parachutisme page PRO,2026-05-19,facebook | instagram | audience_network | messenger,1004130545683060,"⚡ EN FLASH : NOUVEAU CRÉNEAU DISPONIBLE CE WEEK-END ! ⚡23 - 24 - 25 mai ⚠️ ATTENTION : IL N'Y EN AURA PAS POUR TOUT LE MONDE ! ⚠️ Vu la forte demande, nous venons de rajouter des places exceptionnelles ce week-end pour que vous puissiez sauter en parachute dans la région ! 📍 Où ?  Samedi et dimanche",https://www.facebook.com/ads/archive/render_ad/?id=1004130545683060&access_token=JETON_RETIRE
p h i l i p p e,compte connu du registre,CNIEL — Des sensations pures,Easymonneret by Philippe Monneret,2026-05-08,instagram,1661622658199545, En 🏍️ avec Philippe Monneret (@easymonneret) • Instagram photos and videos | En 🏍️ avec Philippe Monneret (@easymonneret) • Instagram photos and videos | En 🏍️ avec Philippe Monneret (@easymonneret) • Instagram photos and videos | En 🏍️ avec Philippe Monneret (@easymonneret) • Instagram photos and ,https://www.facebook.com/ads/archive/render_ad/?id=1661622658199545&access_token=JETON_RETIRE
p h i l i p p e,compte connu du registre,CNIEL — Des sensations pures,Easymonneret by Philippe Monneret,2026-05-08,facebook | instagram | audience_network,2176272539828049,"🏁 Tour Auto | 35e édition  Philippe Monneret a rejoint hier le Tour Auto 2026 aux côtés de Philippe Vandromme et de Classic Événements, au volant d’une Caterham Seven, voiture de sport anglaise mythique, ultra légère et réputée pour ses sensations de pilotage pures et son esprit racing. Dans l’équip",https://www.facebook.com/ads/archive/render_ad/?id=2176272539828049&access_token=JETON_RETIRE
surpiqûres,vocabulaire de collaboration,CNIEL — Des sensations pures,dkrent.ch,2026-05-04,facebook | instagram,1701806564335992,"🚨 Nouveau chez Dark Rent 🚨 Voici notre Audi RS3 (8Y), prête à imposer son caractère :  • Teinte rouge intense, look agressif et immédiatement reconnaissable • Intérieur cuir noir avec surpiqûres rouges et motif nid d’abeille RS, configuration sportive et distinctive • Jantes sport RS au design affir",https://www.facebook.com/ads/archive/render_ad/?id=1701806564335992&access_token=JETON_RETIRE
@italiscoot_italibike,pseudo ecrit tel quel,CNIEL — Des sensations pures,Italibike - Dafy Rezé,2026-04-22,instagram,1440681291140517,"APRILIA DAYS –  Jusqu'au 30 avril 2026 #aprilia , plonge dans l’univers racing d’Aprilia et viens vivre des sensations pures en concession. Au programme :  📍Essais de véhicules pour ressentir toute la performance Aprilia  📍 Des offres à ne pas manquer avec jusqu’à 1500€ de remise sur une sélection d",https://www.facebook.com/ads/archive/render_ad/?id=1440681291140517&access_token=JETON_RETIRE
jusqu’à,vocabulaire de collaboration,CNIEL — Des sensations pures,Italibike - Dafy Rezé,2026-04-22,instagram,1440681291140517,"APRILIA DAYS –  Jusqu'au 30 avril 2026 #aprilia , plonge dans l’univers racing d’Aprilia et viens vivre des sensations pures en concession. Au programme :  📍Essais de véhicules pour ressentir toute la performance Aprilia  📍 Des offres à ne pas manquer avec jusqu’à 1500€ de remise sur une sélection d",https://www.facebook.com/ads/archive/render_ad/?id=1440681291140517&access_token=JETON_RETIRE
jusqu’à,vocabulaire de collaboration,CNIEL — Des sensations pures,Aprilia by NrBike,2026-04-10,facebook,798617239597234,"APRILIA DAYS – Portes Ouvertes  Du 14 au 18 avril, plonge dans l’univers racing d’Aprilia et viens vivre des sensations pures en concession.  Au programme :   📍Essais de véhicules pour ressentir toute la performance Aprilia  📍 Des offres à ne pas manquer avec jusqu’à 1500€ de remise sur une sélectio",https://www.facebook.com/ads/archive/render_ad/?id=798617239597234&access_token=JETON_RETIRE
